Time,Demand,Day,Month,Year,Winter,Spring,Summer,Fall,sma,ema
2017-06-04 15:00:00,3,4,6,2017,0,0,1,0,2.2,2.392132888064602
2017-06-04 18:00:00,4,4,6,2017,0,0,1,0,1.6,0.9851363401730715
2017-06-04 21:00:00,4,4,6,2017,0,0,1,0,1.4,2.5947552587097347
2017-06-05 00:00:00,0,5,6,2017,0,0,1,0,0.8,0.9900908934487144
2017-06-05 03:00:00,0,5,6,2017,0,0,1,0,0.8,1.7298368391398231
2017-06-05 06:00:00,0,5,6,2017,0,0,1,0,1.2,1.3267272622991428
2017-06-05 09:00:00,3,5,6,2017,0,0,1,0,1.6,1.8198912260932154
2017-06-05 12:00:00,1,5,6,2017,0,0,1,0,1.0,0.884484841532762
2017-06-05 15:00:00,0,5,6,2017,0,0,1,0,0.8,1.213260817395477
2017-06-05 18:00:00,2,5,6,2017,0,0,1,0,1.2,1.256323227688508
2017-06-05 21:00:00,2,5,6,2017,0,0,1,0,1.0,1.1421738782636515
2017-06-06 00:00:00,0,6,6,2017,0,0,1,0,1.0,1.504215485125672
2017-06-06 03:00:00,0,6,6,2017,0,0,1,0,1.4,1.4281159188424342
2017-06-06 06:00:00,2,6,6,2017,0,0,1,0,2.0,2.0028103234171146
2017-06-06 09:00:00,1,6,6,2017,0,0,1,0,2.6,2.618743945894956
2017-06-06 12:00:00,2,6,6,2017,0,0,1,0,2.4,1.3352068822780765
2017-06-06 15:00:00,2,6,6,2017,0,0,1,0,2.0,1.745829297263304
2017-06-06 18:00:00,3,6,6,2017,0,0,1,0,1.6,0.8901379215187177
2017-06-06 21:00:00,5,6,6,2017,0,0,1,0,1.0,1.1638861981755362
2017-06-07 00:00:00,0,7,6,2017,0,0,1,0,0.0,0.5934252810124785
2017-06-07 03:00:00,0,7,6,2017,0,0,1,0,1.0,2.442590798783691
2017-06-07 06:00:00,0,7,6,2017,0,0,1,0,1.2,0.7289501873416523
2017-06-07 09:00:00,0,7,6,2017,0,0,1,0,2.0,2.961727199189127
2017-06-07 12:00:00,0,7,6,2017,0,0,1,0,2.0,0.48596679156110156
2017-06-07 15:00:00,5,7,6,2017,0,0,1,0,2.0,1.9744847994594181
2017-06-07 18:00:00,1,7,6,2017,0,0,1,0,1.2,0.6573111943740677
2017-06-07 21:00:00,4,7,6,2017,0,0,1,0,1.2,1.6496565329729456
2017-06-08 00:00:00,0,8,6,2017,0,0,1,0,0.8,1.1048741295827118
2017-06-08 03:00:00,0,8,6,2017,0,0,1,0,1.0,1.4331043553152971
2017-06-08 06:00:00,1,8,6,2017,0,0,1,0,2.0,2.4032494197218077
2017-06-08 09:00:00,1,8,6,2017,0,0,1,0,3.2,3.288736236876865
2017-06-08 12:00:00,2,8,6,2017,0,0,1,0,3.0,1.6021662798145386
2017-06-08 15:00:00,1,8,6,2017,0,0,1,0,2.6,2.192490824584577
2017-06-08 18:00:00,5,8,6,2017,0,0,1,0,2.6,1.4014441865430258
2017-06-08 21:00:00,7,8,6,2017,0,0,1,0,1.6,1.4616605497230513
2017-06-09 00:00:00,0,9,6,2017,0,0,1,0,0.6,1.6009627910286839
2017-06-09 03:00:00,0,9,6,2017,0,0,1,0,0.8,1.3077736998153675
2017-06-09 06:00:00,1,9,6,2017,0,0,1,0,1.4,2.067308527352456
2017-06-09 09:00:00,0,9,6,2017,0,0,1,0,2.4,2.8718491332102447
2017-06-09 12:00:00,2,9,6,2017,0,0,1,0,2.4,1.3782056849016375
2017-06-09 15:00:00,1,9,6,2017,0,0,1,0,2.0,1.9145660888068299
2017-06-09 18:00:00,3,9,6,2017,0,0,1,0,2.4,1.918803789934425
2017-06-09 21:00:00,6,9,6,2017,0,0,1,0,2.0,1.60971072587122
2017-06-10 00:00:00,0,10,6,2017,0,0,1,0,1.4,2.27920252662295
2017-06-10 03:00:00,0,10,6,2017,0,0,1,0,1.8,1.7398071505808133
2017-06-10 06:00:00,3,10,6,2017,0,0,1,0,2.4,2.5194683510819664
2017-06-10 09:00:00,1,10,6,2017,0,0,1,0,2.6,2.4932047670538755
2017-06-10 12:00:00,3,10,6,2017,0,0,1,0,2.4,1.6796455673879778
2017-06-10 15:00:00,2,10,6,2017,0,0,1,0,2.2,2.328803178035917
2017-06-10 18:00:00,3,10,6,2017,0,0,1,0,2.2,1.786430378258652
2017-06-10 21:00:00,4,10,6,2017,0,0,1,0,2.0,2.2192021186906112
2017-06-11 00:00:00,0,11,6,2017,0,0,1,0,2.2,2.8576202521724348
2017-06-11 03:00:00,2,11,6,2017,0,0,1,0,3.8,4.1461347457937405
2017-06-11 06:00:00,2,11,6,2017,0,0,1,0,4.2,3.23841350144829
2017-06-11 09:00:00,2,11,6,2017,0,0,1,0,4.6,4.097423163862493
2017-06-11 12:00:00,5,11,6,2017,0,0,1,0,4.4,2.4922756676321933
2017-06-11 15:00:00,8,11,6,2017,0,0,1,0,3.4,2.731615442574996
2017-06-11 18:00:00,4,11,6,2017,0,0,1,0,1.8,1.6615171117547956
2017-06-11 21:00:00,4,11,6,2017,0,0,1,0,1.8,3.1544102950499973
2017-06-12 00:00:00,1,12,6,2017,0,0,1,0,1.2,1.4410114078365304
2017-06-12 03:00:00,0,12,6,2017,0,0,1,0,1.4,2.769606863366665
2017-06-12 06:00:00,0,12,6,2017,0,0,1,0,2.0,1.9606742718910202
2017-06-12 09:00:00,4,12,6,2017,0,0,1,0,2.6,2.8464045755777767
2017-06-12 12:00:00,1,12,6,2017,0,0,1,0,1.8,1.3071161812606802
2017-06-12 15:00:00,2,12,6,2017,0,0,1,0,1.6,1.8976030503851846
2017-06-12 18:00:00,3,12,6,2017,0,0,1,0,1.4,1.2047441208404535
2017-06-12 21:00:00,3,12,6,2017,0,0,1,0,0.8,1.2650687002567897
2017-06-13 00:00:00,0,13,6,2017,0,0,1,0,0.4,1.1364960805603024
2017-06-13 03:00:00,0,13,6,2017,0,0,1,0,1.0,1.8433791335045264
2017-06-13 06:00:00,1,13,6,2017,0,0,1,0,1.8,2.0909973870402014
2017-06-13 09:00:00,0,13,6,2017,0,0,1,0,2.2,2.228919422336351
2017-06-13 12:00:00,1,13,6,2017,0,0,1,0,2.2,1.393998258026801
2017-06-13 15:00:00,3,13,6,2017,0,0,1,0,2.0,1.4859462815575675
2017-06-13 18:00:00,4,13,6,2017,0,0,1,0,1.6,1.2626655053512008
2017-06-13 21:00:00,3,13,6,2017,0,0,1,0,1.0,1.323964187705045
2017-06-14 00:00:00,0,14,6,2017,0,0,1,0,0.4,0.8417770035674672
2017-06-14 03:00:00,0,14,6,2017,0,0,1,0,0.4,0.8826427918033634
2017-06-14 06:00:00,1,14,6,2017,0,0,1,0,1.4,2.227851335711645
2017-06-14 09:00:00,1,14,6,2017,0,0,1,0,1.4,0.9217618612022422
2017-06-14 12:00:00,0,14,6,2017,0,0,1,0,1.2,1.4852342238077634
2017-06-14 15:00:00,0,14,6,2017,0,0,1,0,1.2,0.6145079074681615
2017-06-14 18:00:00,5,14,6,2017,0,0,1,0,1.2,0.9901561492051756
2017-06-14 21:00:00,1,14,6,2017,0,0,1,0,0.4,0.743005271645441
2017-06-15 00:00:00,0,15,6,2017,0,0,1,0,0.8,1.660104099470117
2017-06-15 03:00:00,0,15,6,2017,0,0,1,0,0.8,0.4953368477636273
2017-06-15 06:00:00,0,15,6,2017,0,0,1,0,1.4,2.1067360663134114
2017-06-15 09:00:00,1,15,6,2017,0,0,1,0,3.4,3.6635578985090844
2017-06-15 12:00:00,3,15,6,2017,0,0,1,0,3.2,1.4044907108756077
2017-06-15 15:00:00,0,15,6,2017,0,0,1,0,2.6,2.4423719323393898
2017-06-15 18:00:00,3,15,6,2017,0,0,1,0,3.0,1.602993807250405
2017-06-15 21:00:00,10,15,6,2017,0,0,1,0,3.0,2.6282479548929265
2017-06-16 00:00:00,0,16,6,2017,0,0,1,0,1.6,2.0686625381669366
2017-06-16 03:00:00,0,16,6,2017,0,0,1,0,2.0,2.418831969928618
2017-06-16 06:00:00,2,16,6,2017,0,0,1,0,3.6,4.045775025444624
2017-06-16 09:00:00,3,16,6,2017,0,0,1,0,3.6,2.279221313285745
2017-06-16 12:00:00,3,16,6,2017,0,0,1,0,3.0,2.697183350296416
2017-06-16 15:00:00,2,16,6,2017,0,0,1,0,2.4,1.51948087552383
2017-06-16 18:00:00,8,16,6,2017,0,0,1,0,2.4,2.4647889001976107
2017-06-16 21:00:00,2,16,6,2017,0,0,1,0,1.2,1.6796539170158866
2017-06-17 00:00:00,0,17,6,2017,0,0,1,0,0.8,1.6431926001317405
2017-06-17 03:00:00,0,17,6,2017,0,0,1,0,1.8,2.7864359446772577
2017-06-17 06:00:00,2,17,6,2017,0,0,1,0,2.8,2.7621284000878266
2017-06-17 09:00:00,2,17,6,2017,0,0,1,0,2.8,2.5242906297848386
2017-06-17 12:00:00,0,17,6,2017,0,0,1,0,2.4,1.8414189333918844
2017-06-17 15:00:00,5,17,6,2017,0,0,1,0,2.6,2.0161937531898926
2017-06-17 18:00:00,5,17,6,2017,0,0,1,0,1.6,1.2276126222612564
2017-06-17 21:00:00,2,17,6,2017,0,0,1,0,1.0,2.0107958354599282
2017-06-18 00:00:00,0,18,6,2017,0,0,1,0,1.2,1.8184084148408375
2017-06-18 03:00:00,1,18,6,2017,0,0,1,0,2.0,2.6738638903066185
2017-06-18 06:00:00,0,18,6,2017,0,0,1,0,2.4,2.2122722765605585
2017-06-18 09:00:00,2,18,6,2017,0,0,1,0,2.8,2.4492425935377455
2017-06-18 12:00:00,3,18,6,2017,0,0,1,0,2.4,1.4748481843737058
2017-06-18 15:00:00,4,18,6,2017,0,0,1,0,1.8,1.6328283956918304
2017-06-18 18:00:00,3,18,6,2017,0,0,1,0,1.2,1.3165654562491371
2017-06-18 21:00:00,2,18,6,2017,0,0,1,0,0.8,1.421885597127887
2017-06-19 00:00:00,0,19,6,2017,0,0,1,0,0.8,1.5443769708327582
2017-06-19 03:00:00,0,19,6,2017,0,0,1,0,1.2,1.614590398085258
2017-06-19 06:00:00,1,19,6,2017,0,0,1,0,1.4,1.362917980555172
2017-06-19 09:00:00,1,19,6,2017,0,0,1,0,1.8,2.0763935987235054
2017-06-19 12:00:00,2,19,6,2017,0,0,1,0,1.6,0.9086119870367815
2017-06-19 15:00:00,2,19,6,2017,0,0,1,0,1.2,1.3842623991490037
2017-06-19 18:00:00,1,19,6,2017,0,0,1,0,1.2,1.2724079913578543
2017-06-19 21:00:00,3,19,6,2017,0,0,1,0,1.0,0.9228415994326692
2017-06-20 00:00:00,0,20,6,2017,0,0,1,0,1.0,1.8482719942385695
2017-06-20 03:00:00,0,20,6,2017,0,0,1,0,1.6,1.6152277329551126
2017-06-20 06:00:00,2,20,6,2017,0,0,1,0,2.4,2.565514662825713
2017-06-20 09:00:00,0,20,6,2017,0,0,1,0,3.4,3.410151821970075
2017-06-20 12:00:00,3,20,6,2017,0,0,1,0,3.4,1.7103431085504752
2017-06-20 15:00:00,3,20,6,2017,0,0,1,0,2.8,2.27343454798005
2017-06-20 18:00:00,4,20,6,2017,0,0,1,0,2.2,1.1402287390336503
2017-06-20 21:00:00,7,20,6,2017,0,0,1,0,2.4,3.1822896986533666
2017-06-21 00:00:00,0,21,6,2017,0,0,1,0,1.2,1.0934858260224336
2017-06-21 03:00:00,0,21,6,2017,0,0,1,0,2.0,3.4548597991022443
2017-06-21 06:00:00,0,21,6,2017,0,0,1,0,2.4,1.395657217348289
2017-06-21 09:00:00,5,21,6,2017,0,0,1,0,3.4,3.9699065327348295
2017-06-21 12:00:00,1,21,6,2017,0,0,1,0,2.4,0.9304381448988595
2017-06-21 15:00:00,4,21,6,2017,0,0,1,0,2.2,2.646604355156553
2017-06-21 18:00:00,2,21,6,2017,0,0,1,0,1.6,0.9536254299325729
2017-06-21 21:00:00,5,21,6,2017,0,0,1,0,1.6,2.4310695701043685
2017-06-22 00:00:00,0,22,6,2017,0,0,1,0,0.6,0.6357502866217153
2017-06-22 03:00:00,0,22,6,2017,0,0,1,0,1.2,2.620713046736246
2017-06-22 06:00:00,1,22,6,2017,0,0,1,0,1.6,1.0905001910811434
2017-06-22 09:00:00,2,22,6,2017,0,0,1,0,2.4,3.4138086978241637
2017-06-22 12:00:00,0,22,6,2017,0,0,1,0,2.0,0.7270001273874289
2017-06-22 15:00:00,3,22,6,2017,0,0,1,0,2.0,2.2758724652161093
2017-06-22 18:00:00,2,22,6,2017,0,0,1,0,1.8,1.151333418258286
2017-06-22 21:00:00,5,22,6,2017,0,0,1,0,1.6,1.8505816434774063
2017-06-23 00:00:00,0,23,6,2017,0,0,1,0,0.8,1.100888945505524
2017-06-23 03:00:00,0,23,6,2017,0,0,1,0,1.0,1.5670544289849375
2017-06-23 06:00:00,2,23,6,2017,0,0,1,0,1.4,1.400592630337016
2017-06-23 09:00:00,1,23,6,2017,0,0,1,0,1.4,1.7113696193232917
2017-06-23 12:00:00,1,23,6,2017,0,0,1,0,1.2,0.9337284202246774
2017-06-23 15:00:00,1,23,6,2017,0,0,1,0,1.0,1.1409130795488611
2017-06-23 18:00:00,2,23,6,2017,0,0,1,0,1.0,0.9558189468164516
2017-06-23 21:00:00,2,23,6,2017,0,0,1,0,0.8,1.093942053032574
2017-06-24 00:00:00,0,24,6,2017,0,0,1,0,0.6,0.9705459645443011
2017-06-24 03:00:00,0,24,6,2017,0,0,1,0,1.4,2.0626280353550492
2017-06-24 06:00:00,1,24,6,2017,0,0,1,0,1.8,1.3136973096962006
2017-06-24 09:00:00,1,24,6,2017,0,0,1,0,2.0,2.041752023570033
2017-06-24 12:00:00,1,24,6,2017,0,0,1,0,1.8,0.8757982064641338
2017-06-24 15:00:00,4,24,6,2017,0,0,1,0,1.6,1.3611680157133552
2017-06-24 18:00:00,2,24,6,2017,0,0,1,0,1.0,0.9171988043094225
2017-06-24 21:00:00,2,24,6,2017,0,0,1,0,1.2,1.9074453438089034
2017-06-25 00:00:00,0,25,6,2017,0,0,1,0,1.4,1.611465869539615
2017-06-25 03:00:00,0,25,6,2017,0,0,1,0,2.0,2.2716302292059356
2017-06-25 06:00:00,1,25,6,2017,0,0,1,0,2.8,2.40764391302641
2017-06-25 09:00:00,3,25,6,2017,0,0,1,0,3.4,2.8477534861372904
2017-06-25 12:00:00,3,25,6,2017,0,0,1,0,3.0,1.93842927535094
2017-06-25 15:00:00,3,25,6,2017,0,0,1,0,2.4,1.898502324091527
2017-06-25 18:00:00,4,25,6,2017,0,0,1,0,2.0,1.6256195169006267
2017-06-25 21:00:00,4,25,6,2017,0,0,1,0,2.0,2.5990015493943512
2017-06-26 00:00:00,1,26,6,2017,0,0,1,0,2.0,2.417079677933751
2017-06-26 03:00:00,0,26,6,2017,0,0,1,0,2.2,2.399334366262901
2017-06-26 06:00:00,1,26,6,2017,0,0,1,0,2.4,1.9447197852891676
2017-06-26 09:00:00,4,26,6,2017,0,0,1,0,3.0,2.9328895775086004
2017-06-26 12:00:00,4,26,6,2017,0,0,1,0,2.2,1.2964798568594451
2017-06-26 15:00:00,2,26,6,2017,0,0,1,0,1.4,1.955259718339067
2017-06-26 18:00:00,1,26,6,2017,0,0,1,0,1.4,1.53098657123963
2017-06-26 21:00:00,4,26,6,2017,0,0,1,0,2.2,2.970173145559378
2017-06-27 00:00:00,0,27,6,2017,0,0,1,0,1.8,1.68732438082642
2017-06-27 03:00:00,0,27,6,2017,0,0,1,0,2.0,2.313448763706252
2017-06-27 06:00:00,2,27,6,2017,0,0,1,0,2.4,1.7915495872176133
2017-06-27 09:00:00,5,27,6,2017,0,0,1,0,2.6,2.542299175804168
2017-06-27 12:00:00,2,27,6,2017,0,0,1,0,1.6,1.1943663914784088
2017-06-27 15:00:00,1,27,6,2017,0,0,1,0,1.2,1.6948661172027788
2017-06-27 18:00:00,2,27,6,2017,0,0,1,0,1.4,1.4629109276522725
2017-06-27 21:00:00,3,27,6,2017,0,0,1,0,1.2,1.4632440781351859
2017-06-28 00:00:00,0,28,6,2017,0,0,1,0,0.8,1.308607285101515
2017-06-28 03:00:00,0,28,6,2017,0,0,1,0,1.4,1.975496052090124
2017-06-28 06:00:00,2,28,6,2017,0,0,1,0,1.4,0.8724048567343433
2017-06-28 09:00:00,1,28,6,2017,0,0,1,0,1.2,1.650330701393416
2017-06-28 12:00:00,1,28,6,2017,0,0,1,0,1.0,0.5816032378228956
2017-06-28 15:00:00,3,28,6,2017,0,0,1,0,0.8,1.1002204675956109
2017-06-28 18:00:00,0,28,6,2017,0,0,1,0,0.6,1.054402158548597
2017-06-28 21:00:00,1,28,6,2017,0,0,1,0,1.0,1.400146978397074
2017-06-29 00:00:00,0,29,6,2017,0,0,1,0,1.0,1.0362681056990646
2017-06-29 03:00:00,0,29,6,2017,0,0,1,0,2.2,2.9334313189313823
2017-06-29 06:00:00,2,29,6,2017,0,0,1,0,3.0,2.0241787371327096
2017-06-29 09:00:00,2,29,6,2017,0,0,1,0,3.4,3.2889542126209217
2017-06-29 12:00:00,1,29,6,2017,0,0,1,0,3.0,1.3494524914218065
2017-06-29 15:00:00,6,29,6,2017,0,0,1,0,3.0,2.5259694750806148
2017-06-29 18:00:00,4,29,6,2017,0,0,1,0,1.8,0.8996349942812043
2017-06-29 21:00:00,4,29,6,2017,0,0,1,0,1.4,2.3506463167204097
2017-06-30 00:00:00,0,30,6,2017,0,0,1,0,1.4,1.9330899961874695
2017-06-30 03:00:00,1,30,6,2017,0,0,1,0,1.6,1.9004308778136065
2017-06-30 06:00:00,0,30,6,2017,0,0,1,0,1.8,1.9553933307916462
2017-06-30 09:00:00,2,30,6,2017,0,0,1,0,3.6,4.266953918542404
2017-06-30 12:00:00,4,30,6,2017,0,0,1,0,3.4,1.636928887194431
2017-06-30 15:00:00,1,30,6,2017,0,0,1,0,2.6,2.844635945694936
2017-06-30 18:00:00,2,30,6,2017,0,0,1,0,2.6,1.4246192581296206
2017-06-30 21:00:00,9,30,6,2017,0,0,1,0,2.4,2.2297572971299573
2017-07-01 00:00:00,1,1,7,2017,0,0,1,0,1.2,1.9497461720864138
2017-07-01 03:00:00,0,1,7,2017,0,0,1,0,1.2,1.8198381980866383
2017-07-01 06:00:00,1,1,7,2017,0,0,1,0,1.6,1.9664974480576092
2017-07-01 09:00:00,1,1,7,2017,0,0,1,0,2.0,2.2132254653910923
2017-07-01 12:00:00,3,1,7,2017,0,0,1,0,1.8,1.3109982987050728
2017-07-01 15:00:00,1,1,7,2017,0,0,1,0,1.4,1.808816976927395
2017-07-01 18:00:00,2,1,7,2017,0,0,1,0,1.4,1.2073321991367152
2017-07-01 21:00:00,3,1,7,2017,0,0,1,0,1.8,2.5392113179515965
2017-07-02 00:00:00,0,2,7,2017,0,0,1,0,1.2,0.8048881327578101
2017-07-02 03:00:00,1,2,7,2017,0,0,1,0,1.6,2.359474211967731
2017-07-02 06:00:00,1,2,7,2017,0,0,1,0,2.0,1.5365920885052067
2017-07-02 09:00:00,4,2,7,2017,0,0,1,0,2.6,2.9063161413118204
2017-07-02 12:00:00,0,2,7,2017,0,0,1,0,1.8,1.0243947256701378
2017-07-02 15:00:00,2,2,7,2017,0,0,1,0,1.8,1.9375440942078803
2017-07-02 18:00:00,3,2,7,2017,0,0,1,0,1.4,0.6829298171134253
2017-07-02 21:00:00,4,2,7,2017,0,0,1,0,1.2,1.9583627294719201
2017-07-03 00:00:00,0,3,7,2017,0,0,1,0,0.4,0.4552865447422835
2017-07-03 03:00:00,0,3,7,2017,0,0,1,0,1.0,2.3055751529812802
2017-07-03 06:00:00,0,3,7,2017,0,0,1,0,1.4,0.970191029828189
2017-07-03 09:00:00,2,3,7,2017,0,0,1,0,2.2,2.8703834353208535
2017-07-03 12:00:00,0,3,7,2017,0,0,1,0,1.8,0.6467940198854594
2017-07-03 15:00:00,3,3,7,2017,0,0,1,0,1.8,1.913588956880569
2017-07-03 18:00:00,2,3,7,2017,0,0,1,0,1.6,1.0978626799236395
2017-07-03 21:00:00,4,3,7,2017,0,0,1,0,1.8,2.2757259712537126
2017-07-04 00:00:00,0,4,7,2017,0,0,1,0,1.4,1.398575119949093
2017-07-04 03:00:00,0,4,7,2017,0,0,1,0,2.0,2.517150647502475
2017-07-04 06:00:00,2,4,7,2017,0,0,1,0,2.4,1.599050079966062
2017-07-04 09:00:00,3,4,7,2017,0,0,1,0,2.0,1.6781004316683168
2017-07-04 12:00:00,2,4,7,2017,0,0,1,0,1.4,1.0660333866440415
2017-07-04 15:00:00,3,4,7,2017,0,0,1,0,1.0,1.1187336211122112
2017-07-04 18:00:00,2,4,7,2017,0,0,1,0,0.4,0.710688924429361
2017-07-04 21:00:00,0,4,7,2017,0,0,1,0,0.4,1.412489080741474
2017-07-05 00:00:00,0,5,7,2017,0,0,1,0,1.0,1.4737926162862407
2017-07-05 03:00:00,0,5,7,2017,0,0,1,0,1.6,1.9416593871609826
2017-07-05 06:00:00,0,5,7,2017,0,0,1,0,2.0,1.6491950775241604
2017-07-05 09:00:00,2,5,7,2017,0,0,1,0,2.2,1.6277729247739885
2017-07-05 12:00:00,3,5,7,2017,0,0,1,0,1.8,1.099463385016107
2017-07-05 15:00:00,3,5,7,2017,0,0,1,0,1.2,1.0851819498493258
2017-07-05 18:00:00,2,5,7,2017,0,0,1,0,0.6,0.7329755900107381
2017-07-05 21:00:00,1,5,7,2017,0,0,1,0,0.8,1.7234546332328837
2017-07-06 00:00:00,0,6,7,2017,0,0,1,0,0.8,0.8219837266738254
2017-07-06 03:00:00,0,6,7,2017,0,0,1,0,1.2,1.815636422155256
2017-07-06 06:00:00,0,6,7,2017,0,0,1,0,1.4,0.8813224844492169
2017-07-06 09:00:00,3,6,7,2017,0,0,1,0,2.4,2.877090948103504
2017-07-06 12:00:00,1,6,7,2017,0,0,1,0,1.8,0.5875483229661447
2017-07-06 15:00:00,2,6,7,2017,0,0,1,0,1.6,1.9180606320690028
2017-07-06 18:00:00,1,6,7,2017,0,0,1,0,1.6,1.0583655486440964
2017-07-06 21:00:00,5,6,7,2017,0,0,1,0,2.2,2.6120404213793353
2017-07-07 00:00:00,0,7,7,2017,0,0,1,0,1.4,1.038910365762731
2017-07-07 03:00:00,0,7,7,2017,0,0,1,0,2.0,2.7413602809195567
2017-07-07 06:00:00,2,7,7,2017,0,0,1,0,2.8,2.025940243841821
2017-07-07 09:00:00,4,7,7,2017,0,0,1,0,3.0,2.8275735206130377
2017-07-07 12:00:00,1,7,7,2017,0,0,1,0,2.2,1.3506268292278807
2017-07-07 15:00:00,3,7,7,2017,0,0,1,0,2.2,2.2183823470753588
2017-07-07 18:00:00,4,7,7,2017,0,0,1,0,1.8,1.2337512194852538
2017-07-07 21:00:00,3,7,7,2017,0,0,1,0,1.2,1.8122548980502393
2017-07-08 00:00:00,0,8,7,2017,0,0,1,0,1.2,1.8225008129901692
2017-07-08 03:00:00,1,8,7,2017,0,0,1,0,1.4,1.5415032653668264
2017-07-08 06:00:00,1,8,7,2017,0,0,1,0,1.8,2.215000541993446
2017-07-08 09:00:00,1,8,7,2017,0,0,1,0,2.0,1.694335510244551
2017-07-08 12:00:00,3,8,7,2017,0,0,1,0,1.8,1.4766670279956307
2017-07-08 15:00:00,1,8,7,2017,0,0,1,0,1.2,1.1295570068297007
2017-07-08 18:00:00,3,8,7,2017,0,0,1,0,1.4,1.651111351997087
2017-07-08 21:00:00,2,8,7,2017,0,0,1,0,1.0,1.0863713378864672
2017-07-09 00:00:00,0,9,7,2017,0,0,1,0,0.6,1.1007409013313914
2017-07-09 03:00:00,0,9,7,2017,0,0,1,0,1.4,2.0575808919243115
2017-07-09 06:00:00,2,9,7,2017,0,0,1,0,2.4,2.4004939342209273
2017-07-09 09:00:00,1,9,7,2017,0,0,1,0,2.6,2.3717205946162077
2017-07-09 12:00:00,0,9,7,2017,0,0,1,0,2.4,1.6003292894806183
2017-07-09 15:00:00,4,9,7,2017,0,0,1,0,2.6,1.9144803964108053
2017-07-09 18:00:00,5,9,7,2017,0,0,1,0,1.8,1.066886192987079
2017-07-09 21:00:00,3,9,7,2017,0,0,1,0,1.0,1.6096535976072035
2017-07-10 00:00:00,0,10,7,2017,0,0,1,0,1.2,2.0445907953247193
2017-07-10 03:00:00,1,10,7,2017,0,0,1,0,1.4,1.4064357317381357
2017-07-10 06:00:00,0,10,7,2017,0,0,1,0,1.8,2.3630605302164795
2017-07-10 09:00:00,1,10,7,2017,0,0,1,0,2.2,1.6042904878254238
2017-07-10 12:00:00,4,10,7,2017,0,0,1,0,2.0,1.5753736868109864
2017-07-10 15:00:00,1,10,7,2017,0,0,1,0,1.4,1.4028603252169491
2017-07-10 18:00:00,3,10,7,2017,0,0,1,0,1.2,1.0502491245406578
2017-07-10 21:00:00,2,10,7,2017,0,0,1,0,0.8,1.2685735501446327
2017-07-11 00:00:00,0,11,7,2017,0,0,1,0,0.6,1.0334994163604385
2017-07-11 03:00:00,1,11,7,2017,0,0,1,0,1.0,1.5123823667630885
2017-07-11 06:00:00,0,11,7,2017,0,0,1,0,1.6,2.022332944240292
2017-07-11 09:00:00,1,11,7,2017,0,0,1,0,1.8,1.3415882445087257
2017-07-11 12:00:00,1,11,7,2017,0,0,1,0,1.6,1.3482219628268615
2017-07-11 15:00:00,2,11,7,2017,0,0,1,0,1.4,0.8943921630058171
2017-07-11 18:00:00,4,11,7,2017,0,0,1,0,1.0,0.8988146418845744
2017-07-11 21:00:00,1,11,7,2017,0,0,1,0,0.4,0.9295947753372115
2017-07-12 00:00:00,0,12,7,2017,0,0,1,0,0.4,0.9325430945897163
2017-07-12 03:00:00,0,12,7,2017,0,0,1,0,0.6,0.953063183558141
2017-07-12 06:00:00,0,12,7,2017,0,0,1,0,1.2,1.621695396393144
2017-07-12 09:00:00,1,12,7,2017,0,0,1,0,1.8,1.6353754557054274
2017-07-12 12:00:00,1,12,7,2017,0,0,1,0,1.6,1.0811302642620961
2017-07-12 15:00:00,1,12,7,2017,0,0,1,0,1.6,1.4235836371369517
2017-07-12 18:00:00,3,12,7,2017,0,0,1,0,1.6,1.0540868428413974
2017-07-12 21:00:00,3,12,7,2017,0,0,1,0,1.2,1.2823890914246345
2017-07-13 00:00:00,0,13,7,2017,0,0,1,0,1.2,1.7027245618942648
2017-07-13 03:00:00,1,13,7,2017,0,0,1,0,1.8,1.8549260609497562
2017-07-13 06:00:00,1,13,7,2017,0,0,1,0,2.0,1.8018163745961766
2017-07-13 09:00:00,1,13,7,2017,0,0,1,0,3.0,3.236617373966504
2017-07-13 12:00:00,3,13,7,2017,0,0,1,0,2.8,1.2012109163974511
2017-07-13 15:00:00,3,13,7,2017,0,0,1,0,2.4,2.491078249311003
2017-07-13 18:00:00,2,13,7,2017,0,0,1,0,2.2,1.4674739442649674
2017-07-13 21:00:00,6,13,7,2017,0,0,1,0,2.0,1.9940521662073354
2017-07-14 00:00:00,0,14,7,2017,0,0,1,0,1.0,1.3116492961766448
2017-07-14 03:00:00,1,14,7,2017,0,0,1,0,1.6,2.3293681108048903
2017-07-14 06:00:00,2,14,7,2017,0,0,1,0,2.4,2.5410995307844297
2017-07-14 09:00:00,1,14,7,2017,0,0,1,0,2.6,2.5529120738699267
2017-07-14 12:00:00,1,14,7,2017,0,0,1,0,2.6,2.02739968718962
2017-07-14 15:00:00,3,14,7,2017,0,0,1,0,2.8,2.368608049246618
2017-07-14 18:00:00,5,14,7,2017,0,0,1,0,2.4,1.6849331247930799
2017-07-14 21:00:00,3,14,7,2017,0,0,1,0,1.6,1.912405366164412
2017-07-15 00:00:00,1,15,7,2017,0,0,1,0,1.2,1.4566220831953867
2017-07-15 03:00:00,2,15,7,2017,0,0,1,0,2.2,3.2749369107762742
2017-07-15 06:00:00,1,15,7,2017,0,0,1,0,2.4,1.9710813887969243
